house_index,bedrooms,property_type,property_subtype,locality,postal_code,street,number,box,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale,energy_certificate
4294,2.0,HOUSE,HOUSE,Leuven,3000,Noormannenstraat,71,,0.0,2.0,392500.0,0.0,1.0,6.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,32.0,70.0,32.0,,C
4295,4.0,HOUSE,HOUSE,Zeebrugge,8380,Tijdokstraat,2,,1.0,2.0,395000.0,0.0,0.0,0.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,0.0,293.0,510.0,293.0,,C
4296,5.0,HOUSE,HOUSE,Jabbeke,8490,Windmolenstraat,42,,1.0,4.0,410000.0,0.0,1.0,30.0,1.0,1.0,GOOD,1.0,400.0,0.0,722.0,238.0,722.0,,E
4297,3.0,HOUSE,HOUSE,Sint-Pieters-Leeuw,1600,Watertorenstraat,5,,1.0,3.0,419000.0,0.0,1.0,,0.0,0.0,AS_NEW,1.0,65.0,0.0,0.0,135.0,0.0,UnderOption,D
4298,4.0,HOUSE,TOWN_HOUSE,Jette,1090,Avenue Jean-Baptiste Depaire,165,,1.0,2.0,425000.0,0.0,1.0,,0.0,0.0,TO_RENOVATE,1.0,150.0,0.0,238.0,180.0,238.0,UnderOption,F
4299,3.0,HOUSE,HOUSE,MEERHOUT,2450,Groenstraat,14,,0.0,4.0,425000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,2476.0,194.0,2476.0,UnderOption,C
4300,3.0,HOUSE,HOUSE,Nazareth,9810,'s Gravenstraat,28,,0.0,4.0,435000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,1080.0,255.0,1080.0,,E
4302,3.0,HOUSE,HOUSE,UCCLE,1180,Rue de Linkebeek,68,,0.0,2.0,449000.0,0.0,0.0,0.0,0.0,0.0,GOOD,1.0,120.0,0.0,345.0,125.0,345.0,UnderOption,F
4303,4.0,HOUSE,HOUSE,Malle,2390,Hoge Weg,3,,1.0,3.0,459000.0,0.0,1.0,12.0,0.0,0.0,JUST_RENOVATED,1.0,250.0,0.0,307.0,160.0,307.0,UnderOption,B
4304,4.0,HOUSE,MANSION,Lier,2500,Baron Opsomerlaan,11,,1.0,2.0,469000.0,0.0,0.0,0.0,0.0,0.0,TO_BE_DONE_UP,1.0,60.0,0.0,170.0,270.0,170.0,,C
4305,4.0,HOUSE,VILLA,Holsbeek,3220,Guldendelle,2,,1.0,4.0,470000.0,0.0,1.0,50.0,1.0,1.0,TO_RENOVATE,1.0,1200.0,0.0,1630.0,215.0,1630.0,,E
4306,3.0,HOUSE,HOUSE,Grobbendonk,2280,Leopoldstraat,82,,1.0,3.0,475000.0,0.0,1.0,,0.0,0.0,JUST_RENOVATED,0.0,0.0,0.0,551.0,199.0,551.0,,B
4307,4.0,HOUSE,OTHER_PROPERTY,Antwerpen,2100,Buizerdlaan,12-14,,1.0,4.0,495000.0,0.0,1.0,3.0,0.0,0.0,GOOD,1.0,68.0,0.0,167.0,210.0,167.0,,D
4308,3.0,HOUSE,EXCEPTIONAL_PROPERTY,Deurne,2100,Van Duyststraat,127,,1.0,1.0,575000.0,0.0,1.0,28.0,0.0,0.0,AS_NEW,1.0,56.0,0.0,360.0,360.0,360.0,UnderOption,C
4309,6.0,HOUSE,MIXED_USE_BUILDING,Oudenaarde,9700,Terkerkenlaan,13+15,,0.0,2.0,585000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,772.0,525.0,772.0,,B
4311,6.0,HOUSE,HOUSE,Nieuwerkerken (9320),9320,Kerselaarstraat,2,,0.0,,595000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,806.0,265.0,806.0,,B
4312,4.0,HOUSE,VILLA,Geraardsbergen,9500,Edingseweg,337,,1.0,2.0,635000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,1774.0,360.0,1774.0,UnderOption,B
4313,4.0,HOUSE,MIXED_USE_BUILDING,Ninove,9400,Geraardsbergsesteenweg,544,,1.0,4.0,649000.0,0.0,1.0,30.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,4745.0,646.0,4745.0,,F
4314,6.0,HOUSE,HOUSE,Lier,2500,Leuvensevest,10,,1.0,2.0,670000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,1.0,841.0,446.0,841.0,,C
4315,3.0,HOUSE,HOUSE,Ruddervoorde,8020,Hazelbeekstraat,4,,0.0,,695000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,19869.0,287.0,19869.0,,B
4317,0.0,HOUSE,APARTMENT_BLOCK,Schaerbeek,1030,Rue Gaucheret,179,,0.0,2.0,789000.0,0.0,0.0,0.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,0.0,0.0,800.0,0.0,,G
4318,4.0,HOUSE,HOUSE,Woluwe-Saint-Pierre,1150,Rue Maurice Liétart,16a,,1.0,3.0,825000.0,0.0,1.0,6.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,0.0,200.0,340.0,200.0,UnderOption,F
4319,4.0,HOUSE,MIXED_USE_BUILDING,Woluwe-Saint-Pierre,1150,Chaussée de Stockel,387,,1.0,3.0,850000.0,0.0,1.0,20.0,0.0,0.0,GOOD,0.0,0.0,0.0,388.0,520.0,388.0,,F
4322,3.0,APARTMENT,APARTMENT,Antwerpen,2100,Ruggeveldlaan,535,101,1.0,2.0,320000.0,0.0,1.0,16.0,0.0,0.0,GOOD,1.0,70.0,0.0,,105.0,,,C
4323,3.0,HOUSE,HOUSE,Aalst,9300,Langestraat,229,,1.0,2.0,240000.0,0.0,1.0,10.0,0.0,0.0,TO_RENOVATE,1.0,84.0,0.0,250.0,170.0,250.0,,E
4324,2.0,APARTMENT,APARTMENT,Blankenberge,8370,Waterkasteelstraat,1,5C,1.0,2.0,465000.0,0.0,1.0,6.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,93.0,,,B
4325,5.0,HOUSE,HOUSE,Grimbergen,1850,Leopold Luypaertstraat,271,,0.0,2.0,495000.0,0.0,1.0,4.0,0.0,0.0,,0.0,0.0,0.0,230.0,222.0,230.0,,D
4326,3.0,HOUSE,HOUSE,Genk,3600,Torenlaan,50,,0.0,2.0,170000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,259.0,97.0,259.0,,E
4327,4.0,HOUSE,HOUSE,Sint-Pieters-Leeuw,1600,Jan Vanderstraetenstraat,156,,0.0,2.0,330000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,229.0,172.0,229.0,,F
4328,6.0,HOUSE,HOUSE,Dilbeek,1700,Krekelendries,3A,,0.0,4.0,399000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1443.0,307.0,1443.0,,D
4329,4.0,HOUSE,HOUSE,Grâce-hollogne,4460,,,,1.0,2.0,195000.0,0.0,1.0,16.0,0.0,0.0,GOOD,0.0,0.0,0.0,171.0,210.0,171.0,,D
4330,3.0,APARTMENT,APARTMENT,Watermael-Boitsfort,1170,Avenue Du Martin-Pêcheur - Ijsvogellaan,15,,1.0,3.0,450000.0,0.0,1.0,34.0,1.0,1.0,GOOD,0.0,0.0,0.0,,115.0,,,
4331,3.0,HOUSE,HOUSE,Herzele,9550,Bergafstraat,19,,0.0,4.0,219000.0,0.0,1.0,,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,2260.0,131.0,2260.0,UnderOption,F
4332,6.0,HOUSE,HOUSE,Kruibeke,9150,Hendrik Mertensstraat,4,,1.0,3.0,465000.0,0.0,1.0,30.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,130.0,237.0,130.0,,B
4335,3.0,HOUSE,HOUSE,Evergem,9940,Nieuweweg,9,,0.0,3.0,259000.0,0.0,1.0,22.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,332.0,163.0,332.0,UnderOption,F
4336,3.0,APARTMENT,APARTMENT,Gent,9000,Gustaaf Callierlaan,158,,0.0,2.0,425000.0,0.0,1.0,10.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,105.0,,UnderOption,B
4337,2.0,HOUSE,HOUSE,Diksmuide,8600,Ijzerlegerstraat,15 a,,0.0,2.0,165000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,237.0,110.0,237.0,,F
4338,3.0,HOUSE,HOUSE,Leupegem,9700,Zonnebloemstraat,21,,0.0,3.0,305000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,392.0,,392.0,,C
4339,3.0,HOUSE,VILLA,Braine-l'Alleud,1420,"Rue de la Légère Eau, 61",,,0.0,4.0,330000.0,0.0,0.0,0.0,0.0,0.0,,1.0,250.0,0.0,871.0,115.0,871.0,,G
4340,3.0,HOUSE,HOUSE,Buggenhout,9255,Molenstraat,80,,1.0,3.0,550000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,470.0,207.0,470.0,,B
4341,3.0,HOUSE,HOUSE,Zele,9240,Elststraat,156,,0.0,3.0,220000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,120.0,100.0,120.0,,C
4342,3.0,APARTMENT,APARTMENT,Antwerpen,2060,Congresstraat,16,201,0.0,2.0,309000.0,0.0,1.0,24.0,0.0,0.0,GOOD,0.0,0.0,0.0,,130.0,,,C
4343,4.0,HOUSE,HOUSE,Gent,9000,Lisbloemstraat,73,,1.0,,369000.0,0.0,0.0,0.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,0.0,149.0,189.0,149.0,,C
4345,7.0,HOUSE,HOUSE,RUISELEDE,8755,,,,1.0,4.0,950000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,19896.0,210.0,19896.0,,B
4346,0.0,APARTMENT,FLAT_STUDIO,Middelkerke,8430,Zeedijk,354,-0101,0.0,,79500.0,1.0,0.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,,28.0,,,D
4347,0.0,APARTMENT,FLAT_STUDIO,Westende,8434,Portiekenlaan,26,0410,0.0,,105000.0,1.0,0.0,0.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,0.0,,33.0,,,B
4348,2.0,APARTMENT,APARTMENT,JEMEPPE-SUR-MEUSE,4101,Avenue Général Leman,10,0002,0.0,2.0,110000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,80.0,,UnderOption,C
4349,2.0,APARTMENT,APARTMENT,FRASNES-LEZ-BUISSENAL,7911,Place de la Station,9,,1.0,2.0,115000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,220.0,,,C
4352,9.0,HOUSE,HOUSE,Koksijde,8670,Hertstraat,29,,1.0,3.0,975000.0,0.0,1.0,,0.0,0.0,AS_NEW,1.0,168.0,0.0,429.0,412.0,429.0,,C
4353,5.0,HOUSE,APARTMENT_BLOCK,Woluwe-Saint-Lambert,1200,Avenue Victor Gilsoul,3,,1.0,2.0,995000.0,0.0,1.0,12.0,0.0,0.0,GOOD,0.0,0.0,0.0,168.0,323.0,168.0,UnderOption,E
4354,6.0,HOUSE,HOUSE,Kraainem,1950,Avenue Baron Albert d'Huart,301,,1.0,4.0,1180000.0,0.0,0.0,0.0,0.0,0.0,GOOD,1.0,750.0,0.0,1122.0,306.0,1122.0,UnderOption,B
4357,7.0,HOUSE,VILLA,Herent,3020,Stokstraat,1,,1.0,,1750000.0,0.0,0.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,1.0,65703.0,481.0,65703.0,,C
4359,3.0,HOUSE,HOUSE,Hasselt,3500,Kuringersteenweg,74,,0.0,2.0,249000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,70.0,219.0,70.0,,E
4360,4.0,HOUSE,HOUSE,Zedelgem,8210,Noordstraat,40,,0.0,4.0,469000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,1457.0,336.0,1457.0,,D
4361,5.0,HOUSE,HOUSE,Sint-Martens-Latem,9830,,,,1.0,,1245000.0,0.0,0.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,2016.0,247.0,2016.0,,F
4362,1.0,APARTMENT,FLAT_STUDIO,ANTWERPEN,2060,Carnotstraat,65,407,1.0,2.0,99999.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,32.0,,,B
4363,3.0,APARTMENT,PENTHOUSE,Bruxelles (Bruxelles),1000,Rue de la Loi,81A,,0.0,3.0,595000.0,0.0,1.0,27.0,0.0,0.0,,0.0,0.0,0.0,,170.0,,,G
4364,4.0,HOUSE,HOUSE,Roeselare,8800,Kleine Bruanestraat,54,,0.0,4.0,289000.0,0.0,0.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,243.0,140.0,243.0,,C
4365,5.0,HOUSE,HOUSE,Brugge,8200,Pastoriestraat,198,,0.0,4.0,345000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,453.0,277.0,453.0,,F
4366,4.0,HOUSE,HOUSE,Sint-Kruis,8310,Akkerstraat,64,,0.0,2.0,374000.0,0.0,0.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,410.0,201.0,410.0,,D
4367,2.0,HOUSE,HOUSE,Jabbeke,8490,Westernieuwweg,49,,0.0,4.0,430000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,942.0,220.0,942.0,,F
4368,3.0,HOUSE,HOUSE,LAARNE,9270,Kasteeldreef,9,,1.0,4.0,498000.0,0.0,1.0,,1.0,1.0,,0.0,0.0,0.0,1165.0,200.0,1165.0,,C
4369,3.0,HOUSE,HOUSE,Ronse,9600,Langehaag,156,,0.0,,189000.0,0.0,0.0,0.0,0.0,0.0,GOOD,1.0,35.0,0.0,90.0,,90.0,,B
4370,2.0,HOUSE,HOUSE,GENT,9000,Meulesteedsesteenweg,126,,0.0,,249000.0,0.0,0.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,59.0,125.0,59.0,,D
4371,3.0,HOUSE,HOUSE,Sprimont,4140,Rue de Sendrogne,39,,1.0,4.0,335000.0,0.0,1.0,18.0,0.0,0.0,TO_BE_DONE_UP,1.0,563.0,0.0,885.0,147.0,885.0,,E
4372,2.0,HOUSE,HOUSE,Brasschaat,2930,Du Boislei,18,,1.0,2.0,339000.0,0.0,1.0,,0.0,0.0,TO_RENOVATE,1.0,58.0,0.0,173.0,125.0,173.0,,C
4373,2.0,HOUSE,HOUSE,Eigenbilzen,3740,Schaaienbosstraat,1,,0.0,3.0,95000.0,0.0,1.0,14.0,0.0,0.0,TO_RENOVATE,1.0,174.0,0.0,215.0,96.0,215.0,PublicSale,E
4374,3.0,HOUSE,HOUSE,Saint-Nicolas,4420,Rue André Renard,96,,1.0,3.0,249000.0,0.0,1.0,35.0,0.0,0.0,GOOD,1.0,20.0,0.0,171.0,124.0,171.0,UnderOption,D
4375,4.0,HOUSE,VILLA,Sint-Andries,8200,Betferkerklaan,212,,1.0,3.0,849000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,514.0,282.0,514.0,,A
4376,2.0,HOUSE,HOUSE,Herstal,4040,Impasse Dronet,37,,1.0,2.0,230000.0,0.0,1.0,20.0,0.0,0.0,AS_NEW,1.0,350.0,0.0,450.0,110.0,450.0,,C
4377,3.0,HOUSE,HOUSE,Knokke-Heist,8300,Kalfstraat,81,,0.0,4.0,1245000.0,0.0,0.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,490.0,158.0,490.0,,
4378,2.0,APARTMENT,GROUND_FLOOR,Seraing,4100,Rue du Chêne,213,,1.0,2.0,109000.0,0.0,1.0,80.0,0.0,0.0,GOOD,1.0,188.0,0.0,,117.0,,,G
4380,0.0,APARTMENT,FLAT_STUDIO,Blankenberge,8370,Zeedijk,122,5D,0.0,,125000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,,25.0,,,E
4381,0.0,APARTMENT,FLAT_STUDIO,Westende,8434,Meeuwenlaan,5,0706,0.0,,140000.0,1.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,34.0,,,B
4382,2.0,APARTMENT,APARTMENT,Jupille,4020,Rue de Visé,36,,1.0,2.0,144900.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,106.0,,UnderOption,F
4383,0.0,APARTMENT,FLAT_STUDIO,Westende,8434,Meeuwenlaan,5,0804,0.0,,145000.0,1.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,35.0,,,C
4384,1.0,APARTMENT,APARTMENT,Nassogne,6950,Rue du Nanfurnal,8,404,1.0,2.0,149000.0,1.0,0.0,0.0,0.0,0.0,JUST_RENOVATED,0.0,0.0,0.0,,75.0,,,C
4385,0.0,APARTMENT,APARTMENT,Westende,8434,Portiekenlaan,26,0403-0404,0.0,,149000.0,0.0,0.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,,54.0,,,C
4386,2.0,APARTMENT,APARTMENT,Liège,4000,Rue Louis Fraigneux,41,5G,1.0,3.0,159000.0,0.0,1.0,3.0,0.0,0.0,GOOD,0.0,0.0,0.0,,87.0,,,C
4387,1.0,APARTMENT,APARTMENT,Westende,8434,Noordzeelaan,6,0403,0.0,,165000.0,1.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,47.0,,,B
4388,2.0,APARTMENT,APARTMENT,Durbuy,6940,Rue de Lantigné,29,21,1.0,3.0,169000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,100.0,,UnderOption,C
4389,2.0,APARTMENT,APARTMENT,Aalst,9300,Raffelgemstraat,14,21,1.0,,175000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,75.0,,,B
4390,2.0,APARTMENT,APARTMENT,Oostende,8400,Zwaluwenstraat,108,0001,0.0,2.0,189000.0,0.0,1.0,6.0,0.0,0.0,GOOD,0.0,0.0,0.0,,100.0,,,C
4391,1.0,APARTMENT,APARTMENT,Schaerbeek,1030,Rue du Saphir,25,,1.0,2.0,190000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,47.0,,UnderOption,G
4392,1.0,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,Avenue de la Charmille,18,,1.0,2.0,195000.0,0.0,1.0,14.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,,64.0,,UnderOption,E
4393,1.0,APARTMENT,APARTMENT,Oostende,8400,Troonstraat,47,0203,0.0,,195000.0,1.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,57.0,,,B
4394,2.0,APARTMENT,APARTMENT,Anderlecht,1070,Rue du Compas,60,,1.0,2.0,199000.0,0.0,0.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,80.0,,UnderOption,C
4395,3.0,APARTMENT,APARTMENT,Anderlecht,1070,Joseph Bracopslaan,203,,1.0,2.0,205000.0,0.0,1.0,4.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,0.0,,85.0,,UnderOption,G
4396,1.0,APARTMENT,APARTMENT,ETTERBEEK,1040,Rue Des Francs - Frankenstraat,50,,0.0,2.0,215000.0,0.0,0.0,0.0,0.0,0.0,JUST_RENOVATED,0.0,0.0,0.0,,,,UnderOption,F
4397,2.0,APARTMENT,APARTMENT,OUDENAARDE,9700,Sint-Lucasstraat,8,1,1.0,2.0,215000.0,0.0,0.0,0.0,0.0,0.0,JUST_RENOVATED,0.0,0.0,0.0,,66.0,,,B
4398,3.0,APARTMENT,APARTMENT,Sint-Andries,8200,Gistelse Steenweg,138,G1,0.0,,229000.0,0.0,0.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,,90.0,,,C
4400,2.0,APARTMENT,APARTMENT,Gentbrugge,9050,Brusselsesteenweg,305,,0.0,,249000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,101.0,,,C
4401,0.0,APARTMENT,FLAT_STUDIO,Leuven,3000,Tervuursestraat,117,0201,0.0,,255000.0,1.0,1.0,4.0,0.0,0.0,,0.0,0.0,0.0,,28.0,,,B
4402,3.0,APARTMENT,APARTMENT,Wondelgem,9032,Kineastlaan,16,,0.0,,255000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,93.0,,,B
4403,2.0,APARTMENT,APARTMENT,Schaerbeek,1030,Rue Colonel Bourg,106,,1.0,3.0,265000.0,0.0,1.0,20.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,,88.0,,UnderOption,B
4404,0.0,APARTMENT,APARTMENT,Middelkerke,8430,Leopoldlaan,402,,0.0,,265000.0,0.0,0.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,,280.0,,,D
4405,2.0,APARTMENT,APARTMENT,Antwerpen,2140,Collegelaan,12,,1.0,2.0,285000.0,0.0,1.0,6.0,0.0,0.0,GOOD,0.0,0.0,0.0,,106.0,,UnderOption,C
4407,2.0,APARTMENT,APARTMENT,EVERE,1140,Haachtsesteenweg,1030,,1.0,2.0,290000.0,0.0,1.0,5.0,0.0,0.0,GOOD,0.0,0.0,0.0,,85.0,,,
4408,2.0,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,Heydenberglaan,68,,1.0,3.0,290000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,72.0,,UnderOption,D
4409,2.0,APARTMENT,APARTMENT,Blankenberge,8370,Zeedijk,240,4L,0.0,,299000.0,0.0,1.0,5.0,0.0,0.0,,0.0,0.0,0.0,,70.0,,,D
4411,2.0,APARTMENT,APARTMENT,Uccle,1180,Rue Lincoln,76,,1.0,2.0,375000.0,0.0,0.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,,90.0,,,D
4412,1.0,APARTMENT,FLAT_STUDIO,Mouscron,7700,,,,1.0,,97000.0,0.0,0.0,0.0,0.0,0.0,JUST_RENOVATED,0.0,0.0,0.0,,57.0,,,E
4413,2.0,HOUSE,VILLA,GERPINNES,6280,,,,1.0,4.0,199000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1800.0,115.0,1800.0,,G
4415,2.0,HOUSE,HOUSE,Colfontaine,7340,Rue du Peuple,26,,1.0,2.0,78000.0,0.0,0.0,0.0,0.0,0.0,TO_BE_DONE_UP,1.0,110.0,0.0,170.0,65.0,170.0,,G
4416,3.0,HOUSE,HOUSE,Sint-Niklaas,9100,Watermolendreef,122,,0.0,4.0,269000.0,0.0,0.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,100.0,137.0,100.0,,C
4417,4.0,HOUSE,HOUSE,Geraardsbergen,9506,Aalstsesteenweg,153,,0.0,4.0,269000.0,0.0,1.0,60.0,0.0,0.0,TO_RESTORE,1.0,1100.0,0.0,1224.0,221.0,1224.0,,
4418,3.0,HOUSE,HOUSE,Deinze,9800,Dorpsstraat,127,,0.0,3.0,275000.0,0.0,1.0,,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,1522.0,138.0,1522.0,,F
4419,4.0,HOUSE,HOUSE,Sint-Niklaas,9100,Passtraat,164,,0.0,4.0,315000.0,0.0,0.0,0.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,0.0,401.0,145.0,401.0,,F
4420,3.0,HOUSE,HOUSE,Zele,9240,Huivelde,153,,0.0,4.0,349000.0,0.0,1.0,,0.0,0.0,AS_NEW,0.0,0.0,0.0,237.0,206.0,237.0,,D
4421,4.0,HOUSE,VILLA,Baulers,1400,,,,1.0,4.0,350000.0,0.0,1.0,80.0,0.0,0.0,TO_BE_DONE_UP,1.0,573.0,1.0,747.0,231.0,747.0,UnderOption,B
4423,2.0,HOUSE,HOUSE,Aarschot,3201,Senatorlaan,13,,1.0,4.0,385000.0,0.0,1.0,,0.0,0.0,GOOD,1.0,2865.0,0.0,2865.0,142.0,2865.0,,E
4424,3.0,HOUSE,BUNGALOW,Aalst Baardegem,9310,Mechelseweg,12,,1.0,4.0,395000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,758.0,240.0,758.0,,E
4425,4.0,HOUSE,BUNGALOW,Oostkamp,8020,Jan Breidelstraat,13,,0.0,,405000.0,0.0,1.0,35.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,873.0,140.0,873.0,,F
4426,3.0,HOUSE,HOUSE,Destelbergen,9070,Burgemeester Libbrechtstraat,10,,0.0,3.0,595000.0,0.0,1.0,,0.0,0.0,AS_NEW,0.0,0.0,0.0,554.0,204.0,554.0,,B
4427,4.0,HOUSE,VILLA,Lokeren,9160,Antwerpse Steenweg,58,,0.0,4.0,698000.0,0.0,0.0,0.0,1.0,1.0,AS_NEW,0.0,0.0,1.0,1050.0,361.0,1050.0,UnderOption,B
4428,3.0,HOUSE,VILLA,Profondeville,5170,,,,1.0,4.0,830000.0,0.0,1.0,134.0,0.0,0.0,AS_NEW,1.0,800.0,0.0,1173.0,204.0,1173.0,,B
4429,6.0,HOUSE,MANSION,Sint-Amands,2890,Romain Steppestraat,103,,0.0,2.0,1095000.0,0.0,0.0,0.0,1.0,1.0,GOOD,0.0,0.0,0.0,632.0,680.0,632.0,,C
4430,4.0,HOUSE,VILLA,Deurle,9831,Rode Beukendreef,2,,0.0,4.0,2200000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,4555.0,254.0,4555.0,,F
4431,2.0,APARTMENT,APARTMENT,De Haan,8420,Torenhofstraat,2,M104,0.0,,112000.0,0.0,0.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,47.0,,,D
4432,2.0,APARTMENT,APARTMENT,De Haan,8420,Torenhofstraat,2,M506,0.0,,119000.0,0.0,0.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,46.0,,,D
4433,2.0,APARTMENT,DUPLEX,Blankenberge,8370,L. Dujardinstraat,43,201,0.0,,169000.0,0.0,0.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,68.0,,,D
4435,1.0,APARTMENT,APARTMENT,Mechelen,2800,Bruul,74,0203,1.0,,184000.0,0.0,1.0,,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,,90.0,,UnderOption,E
4436,3.0,HOUSE,HOUSE,Grimbergen,1850,Haneveldlaan,52,,0.0,4.0,498000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,619.0,125.0,619.0,,D
4437,2.0,APARTMENT,APARTMENT,La louviÈre,7100,,,,1.0,2.0,160000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,75.0,,,E
4438,2.0,APARTMENT,APARTMENT,Gentbrugge,9050,Tweekapellenstraat,18,002,1.0,2.0,250000.0,0.0,1.0,8.0,0.0,0.0,GOOD,0.0,0.0,0.0,,90.0,,UnderOption,C
4439,4.0,HOUSE,HOUSE,Halle,1500,Europalaan,95,,0.0,3.0,438000.0,0.0,1.0,30.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,708.0,161.0,708.0,,C
4440,3.0,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,Avenue Général Lartigue,105,,1.0,2.0,580000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,138.0,,,D
4442,0.0,APARTMENT,FLAT_STUDIO,MIDDELKERKE,8430,Leopoldlaan,137,0702,1.0,2.0,115000.0,1.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,36.0,,UnderOption,B
