house_index,bedrooms,property_type,property_subtype,locality,postal_code,street,number,box,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale,energy_certificate
15411,6.0,HOUSE,HOUSE,Cognelée,5022,Route de Wasseiges,128,,1.0,4.0,475000.0,0.0,1.0,42.0,0.0,0.0,GOOD,1.0,1560.0,1.0,1689.0,224.0,1689.0,UnderOption,C
15412,4.0,HOUSE,HOUSE,Meix-devant-Virton Houdrigny,6769,Rue Yvan Gils,59,,1.0,4.0,479000.0,0.0,1.0,60.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,2660.0,255.0,2660.0,,C
15413,3.0,HOUSE,VILLA,Gistel,8470,Delphin Depuydtstraat,5,,1.0,4.0,479000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,632.0,188.0,632.0,,B
15414,3.0,HOUSE,HOUSE,Linter,3350,Stationsstraat,37,,0.0,4.0,485000.0,0.0,0.0,0.0,0.0,0.0,AS_NEW,1.0,400.0,0.0,572.0,148.0,572.0,,A+
15415,4.0,HOUSE,BUNGALOW,Liedekerke,1770,Kerselarenlaan,35,,1.0,4.0,495000.0,0.0,1.0,34.0,0.0,0.0,GOOD,1.0,604.0,0.0,781.0,175.0,781.0,UnderOption,D
15416,4.0,HOUSE,HOUSE,Affligem,1790,Tulpenlaan,33,,1.0,4.0,495000.0,0.0,1.0,65.0,0.0,0.0,AS_NEW,1.0,400.0,0.0,871.0,195.0,871.0,,C
15417,3.0,HOUSE,HOUSE,Herent,3020,Ellestraat,28,b,0.0,,495000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,773.0,198.0,773.0,UnderOption,C
15418,3.0,HOUSE,VILLA,Lievegem,9930,Begonialaan,20,,1.0,4.0,495000.0,0.0,1.0,10.0,0.0,0.0,GOOD,1.0,712.0,0.0,937.0,219.0,937.0,UnderOption,D
15419,5.0,HOUSE,HOUSE,KAPELLE-OP-DEN-BOS,1880,Marktplein,1 A,,1.0,2.0,498500.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,160.0,203.0,160.0,,A
15420,4.0,HOUSE,HOUSE,Hal,1500,Eizingenstraat,46,,1.0,2.0,510000.0,0.0,1.0,40.0,0.0,0.0,AS_NEW,1.0,220.0,0.0,450.0,3502.0,450.0,,B
15421,2.0,HOUSE,MIXED_USE_BUILDING,Gentbrugge,9050,Magerstraat,57,,0.0,,520000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,459.0,230.0,459.0,,C
15422,3.0,HOUSE,HOUSE,NOSSEGEM,1930,Mechelsesteenweg,574,LOT 3,0.0,2.0,525000.0,0.0,1.0,15.0,0.0,0.0,,1.0,56.0,0.0,152.0,144.0,152.0,,
15423,3.0,HOUSE,HOUSE,Arendonk,2370,De Horeman,42,,1.0,3.0,529000.0,0.0,0.0,0.0,1.0,1.0,AS_NEW,0.0,0.0,0.0,420.0,215.0,420.0,UnderOption,A++
15424,5.0,HOUSE,HOUSE,Grimbergen Humbeek,1851,Kruisstraat,2,,1.0,3.0,540000.0,0.0,1.0,34.0,0.0,0.0,GOOD,1.0,500.0,0.0,614.0,250.0,614.0,,B
15425,4.0,HOUSE,VILLA,Londerzeel,1840,Geerakker,28,,1.0,4.0,545000.0,0.0,1.0,300.0,1.0,1.0,GOOD,1.0,300.0,0.0,710.0,160.0,710.0,,C
15426,7.0,HOUSE,HOUSE,Aalter,9880,Brugstraat,10,,0.0,,548000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1100.0,416.0,1100.0,UnderOption,C
15428,3.0,HOUSE,HOUSE,Verlaine Chapon-Seraing,4537,Rue de Borset,1,,1.0,4.0,549000.0,0.0,1.0,83.0,0.0,0.0,JUST_RENOVATED,1.0,808.0,1.0,935.0,223.0,935.0,UnderOption,B
15429,3.0,HOUSE,HOUSE,Mortsel,2640,Windhoek,31,,1.0,2.0,574000.0,0.0,1.0,18.0,0.0,0.0,AS_NEW,1.0,42.0,0.0,143.0,193.0,143.0,UnderOption,B
15430,3.0,HOUSE,HOUSE,Oostduinkerke,8670,Albert I Laan,139,,0.0,,575000.0,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0,153.0,153.0,153.0,,E
15431,5.0,HOUSE,BUNGALOW,Dilbeek,1702,Kasteellaan,59A,,1.0,4.0,595000.0,0.0,1.0,30.0,0.0,0.0,AS_NEW,1.0,400.0,0.0,675.0,270.0,675.0,UnderOption,C
15432,2.0,APARTMENT,APARTMENT,Aalst,9300,Brusselse steenweg,157,11,0.0,4.0,595000.0,0.0,1.0,32.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,127.0,,,A
15433,3.0,HOUSE,HOUSE,DILBEEK,1700,Molenstraat,146,,1.0,4.0,599000.0,0.0,1.0,75.0,0.0,0.0,,1.0,300.0,0.0,0.0,182.0,0.0,UnderOption,C
15434,3.0,HOUSE,TOWN_HOUSE,Antwerpen Borgerhout,2140,Milisstraat,79,,1.0,2.0,599000.0,0.0,1.0,11.0,0.0,0.0,AS_NEW,1.0,53.0,0.0,122.0,180.0,122.0,,B
15435,4.0,HOUSE,VILLA,Bilzen,3740,Echellaan,25,,1.0,4.0,599000.0,0.0,1.0,60.0,0.0,0.0,TO_BE_DONE_UP,1.0,650.0,1.0,1550.0,440.0,1550.0,UnderOption,C
15436,4.0,HOUSE,VILLA,Koksijde,8670,Capucijnenlaan,6,,0.0,4.0,599500.0,0.0,1.0,,0.0,0.0,AS_NEW,1.0,448.0,0.0,600.0,354.0,600.0,,B
15437,4.0,HOUSE,TOWN_HOUSE,Middelkerke,8432,Groenhagestraat,10,,0.0,2.0,645000.0,0.0,1.0,75.0,0.0,0.0,AS_NEW,1.0,265.0,0.0,540.0,165.0,540.0,UnderOption,C
15438,4.0,HOUSE,VILLA,Opglabbeek,3660,Weg naar Zwartberg,160,,0.0,,649000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2637.0,282.0,2637.0,,D
15439,5.0,HOUSE,HOUSE,Lessines,7864,Rue d'en Bas,79,,1.0,4.0,649000.0,0.0,1.0,60.0,0.0,0.0,,1.0,1900.0,0.0,3118.0,303.0,3118.0,UnderOption,B
15441,5.0,HOUSE,EXCEPTIONAL_PROPERTY,HEURE,5377,Rue du Champay,2,,0.0,4.0,675000.0,0.0,1.0,45.0,0.0,0.0,,0.0,0.0,1.0,1311.0,218.0,1311.0,UnderOption,A++
15442,5.0,HOUSE,VILLA,Tervuren,3080,Rozenlaan,8,,0.0,4.0,685000.0,0.0,1.0,22.0,0.0,0.0,,0.0,0.0,0.0,618.0,244.0,618.0,UnderOption,B
15443,3.0,HOUSE,HOUSE,Attert,6717,Le Petit Val,LOT 2 (G),,0.0,3.0,695000.0,0.0,1.0,20.0,0.0,0.0,,0.0,0.0,0.0,880.0,242.0,880.0,,A
15444,0.0,HOUSE,COUNTRY_COTTAGE,Antwerpen,2610,Edegemsesteenweg,249,,1.0,4.0,719000.0,0.0,0.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,2036.0,130.0,2036.0,,A
15445,4.0,HOUSE,COUNTRY_COTTAGE,Geraardsbergen,9500,Tempelstraat,31,,1.0,4.0,765000.0,0.0,1.0,200.0,1.0,1.0,AS_NEW,1.0,5711.0,0.0,5711.0,357.0,5711.0,,D
15446,0.0,HOUSE,HOUSE,Zele,9240,Kamershoek,91,,0.0,4.0,775000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2027.0,459.0,2027.0,,B
15447,6.0,HOUSE,EXCEPTIONAL_PROPERTY,Sart-dames-avelines,1495,Rue Ernest Deltenre,103,,1.0,4.0,795000.0,0.0,1.0,45.0,0.0,0.0,AS_NEW,1.0,778.0,1.0,964.0,290.0,964.0,,D
15448,4.0,HOUSE,VILLA,Affligem,1790,Langestraat,101,,1.0,4.0,795000.0,0.0,1.0,55.0,0.0,0.0,GOOD,1.0,6500.0,1.0,7178.0,265.0,7178.0,UnderOption,B
15449,4.0,HOUSE,VILLA,Heverlee,3001,Oud-Heverleestraat,63,,1.0,,795000.0,0.0,1.0,52.0,0.0,0.0,,0.0,0.0,0.0,1036.0,216.0,1036.0,,C
15452,2.0,HOUSE,HOUSE,De Haan,8420,Bredeweg,80,P23,0.0,,198000.0,1.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,152.0,65.0,152.0,,F
15454,2.0,HOUSE,HOUSE,Zwalm,9630,Rekegemstraat,15/2,10,1.0,4.0,225000.0,0.0,1.0,,0.0,0.0,AS_NEW,0.0,0.0,0.0,205.0,71.0,205.0,UnderOption,C
15455,4.0,HOUSE,VILLA,Oostkerke,8340,Sint-Guthagostraat,6,,1.0,4.0,1195000.0,0.0,1.0,,0.0,0.0,AS_NEW,0.0,0.0,0.0,924.0,336.0,924.0,,B
15456,3.0,HOUSE,HOUSE,Brugge,8310,Baron Ruzettelaan,110,,0.0,2.0,549500.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,238.0,155.0,238.0,,A
15458,4.0,HOUSE,HOUSE,Wilsele,3012,Rooistraat,3,,0.0,3.0,445000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,470.0,180.0,470.0,,
15459,4.0,HOUSE,HOUSE,Heusy,4802,Chemin du beaulieu,4,,1.0,4.0,449000.0,0.0,1.0,30.0,0.0,0.0,GOOD,1.0,985.0,0.0,1101.0,149.0,1101.0,UnderOption,C
15460,1.0,APARTMENT,APARTMENT,Berchem,2600,Ferdinand Coosemansstraat,41,,0.0,2.0,345000.0,0.0,1.0,12.0,0.0,0.0,GOOD,1.0,60.0,0.0,,78.0,,,A
15462,3.0,HOUSE,HOUSE,Bassevelde,9968,Kraaigemstraat,7,,1.0,3.0,520000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,728.0,239.0,728.0,,B
15463,3.0,HOUSE,HOUSE,Kalmthout,2920,Middendreef,7,,1.0,4.0,715000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,2019.0,265.0,2019.0,,C
15465,1.0,APARTMENT,APARTMENT,Antwerpen,2000,Edith Kielpad,6,102,1.0,,345000.0,0.0,1.0,30.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,61.0,,,A
15467,4.0,HOUSE,EXCEPTIONAL_PROPERTY,Charleroi Couillet,6010,Rue de Villers,38,,1.0,2.0,449000.0,0.0,1.0,,0.0,0.0,AS_NEW,1.0,215.0,1.0,450.0,397.0,450.0,,B
15468,2.0,APARTMENT,APARTMENT,Knokke-Heist,8300,Dumortierlaan,15,11,0.0,,695000.0,0.0,0.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,79.0,,,B
15469,3.0,HOUSE,HOUSE,Schoten,2900,Pieter Breughelstraat,20,,0.0,2.0,450000.0,0.0,1.0,1.0,1.0,1.0,GOOD,1.0,40.0,0.0,191.0,220.0,191.0,,B
15471,1.0,APARTMENT,APARTMENT,Oostende,8400,Van Iseghemlaan,120,0701,1.0,2.0,219000.0,0.0,1.0,13.0,0.0,0.0,GOOD,0.0,0.0,0.0,,58.0,,,D
15472,3.0,HOUSE,HOUSE,Zedelgem,8210,Klaverstuk,12,,1.0,4.0,379000.0,0.0,1.0,,0.0,0.0,AS_NEW,0.0,0.0,0.0,294.0,130.0,294.0,UnderOption,A
15473,3.0,APARTMENT,DUPLEX,Oostende,8400,Kursaal Oosthelling,7,07.01,1.0,2.0,530000.0,0.0,1.0,20.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,110.0,,,D
15474,4.0,HOUSE,HOUSE,Scheldewindeke,9860,Peperstraat,13,B,1.0,2.0,585000.0,0.0,1.0,18.0,0.0,0.0,GOOD,0.0,0.0,0.0,590.0,256.0,590.0,,A+
15475,3.0,APARTMENT,APARTMENT,Knokke-Heist,8301,Elizabetlaan,363,C33,1.0,2.0,465000.0,0.0,1.0,,0.0,0.0,JUST_RENOVATED,0.0,0.0,0.0,,110.0,,,B
15476,1.0,APARTMENT,APARTMENT,Brugge,8000,Gebroeders Marreytstraat,52,03.11,0.0,,195000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,,,,B
15478,5.0,HOUSE,HOUSE,Sint-Niklaas,9111,Schoonhoudtstraat,58,,1.0,4.0,415000.0,0.0,1.0,40.0,1.0,1.0,GOOD,1.0,580.0,0.0,1064.0,205.0,1064.0,,F
15480,4.0,HOUSE,HOUSE,Hasselt,3500,Genkersteenweg,445,,1.0,4.0,745000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,1.0,1299.0,369.0,1299.0,,B
15481,2.0,HOUSE,BUNGALOW,Melen,4633,Rue Campagne,56,,1.0,4.0,200000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,720.0,104.0,720.0,PublicSale,F
15482,4.0,HOUSE,HOUSE,Écaussinnes,7190,Rue des Primevères,7D,,1.0,2.0,329000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,363.0,171.0,363.0,UnderOption,B
15483,3.0,HOUSE,HOUSE,Turnhout,2300,Talingstraat,13,,1.0,2.0,389000.0,0.0,1.0,,0.0,0.0,AS_NEW,0.0,0.0,0.0,241.0,137.0,241.0,,A
15484,3.0,HOUSE,MIXED_USE_BUILDING,Braine-l'Alleud,1420,Chaussée d'Alsemberg,161,,0.0,3.0,450000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,222.0,1.0,,C
15485,3.0,HOUSE,HOUSE,Libramont-Chevigny,6800,La Clef Des Champs,77,,1.0,4.0,450000.0,0.0,1.0,1.0,0.0,0.0,AS_NEW,1.0,1.0,0.0,1500.0,240.0,1500.0,,
15486,4.0,HOUSE,HOUSE,Overmere,9290,Kerkstraat,112,D,1.0,,589000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,770.0,190.0,770.0,,
15488,6.0,HOUSE,VILLA,Neupré,4120,,,,1.0,4.0,1190000.0,0.0,1.0,47.0,1.0,1.0,AS_NEW,1.0,750.0,0.0,1518.0,500.0,1518.0,,B
15490,0.0,APARTMENT,FLAT_STUDIO,Blankenberge,8370,Zeedijk,96,912,0.0,,59500.0,1.0,1.0,3.0,0.0,0.0,,0.0,0.0,0.0,,34.0,,,
15491,1.0,APARTMENT,KOT,Bruxelles,1000,Rue du Gouvernement Provisoire,14,D109,1.0,2.0,125000.0,1.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,18.0,,UnderOption,
15492,1.0,APARTMENT,APARTMENT,Blankenberge,8370,Zeedijk,96,1111,0.0,,135000.0,1.0,1.0,4.0,0.0,0.0,,0.0,0.0,0.0,,40.0,,,
15493,2.0,APARTMENT,APARTMENT,Roeselare,8800,Stationsdreef,31,2,0.0,,139000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,84.0,,,C
15494,1.0,APARTMENT,APARTMENT,Aalter,9880,Hoefijzer,22,0C,0.0,,145000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,,,,F
15495,1.0,APARTMENT,APARTMENT,Blankenberge,8370,Zeedijk,96,711,0.0,,149000.0,1.0,1.0,3.0,0.0,0.0,,0.0,0.0,0.0,,35.0,,,
15496,2.0,APARTMENT,APARTMENT,Roeselare,8800,Stationsdreef,31,4,0.0,,149000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,84.0,,,C
15497,2.0,APARTMENT,APARTMENT,Blankenberge,8370,Zeedijk,96,1006,0.0,,155000.0,1.0,1.0,6.0,0.0,0.0,,0.0,0.0,0.0,,43.0,,,
15498,1.0,APARTMENT,APARTMENT,De Panne,8660,Leopold I Esplanade,1 B,B0406,0.0,,164000.0,0.0,1.0,6.0,0.0,0.0,GOOD,0.0,0.0,0.0,,35.0,,,C
15499,0.0,APARTMENT,APARTMENT,Oostende,8400,Haverstraat,40,0302,0.0,,177000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,,,,B
15500,1.0,APARTMENT,DUPLEX,Châtelet,6200,Rue Du Fayt,99,D,1.0,3.0,179000.0,0.0,0.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,120.0,,,B
15501,2.0,APARTMENT,APARTMENT,Anderlecht,1070,Chaussée De Mons - Bergense Steenweg,814,45,1.0,,185000.0,0.0,1.0,16.0,0.0,0.0,GOOD,0.0,0.0,0.0,,88.0,,UnderOption,C
15502,1.0,APARTMENT,GROUND_FLOOR,Laeken,1020,Rue de Laubespin,83-85,,1.0,2.0,195000.0,0.0,1.0,13.0,0.0,0.0,TO_RENOVATE,0.0,0.0,0.0,,65.0,,UnderOption,D
15503,1.0,APARTMENT,SERVICE_FLAT,Klemskerke,8420,Vosseslag,143,00.10,1.0,2.0,210000.0,0.0,1.0,10.0,0.0,0.0,AS_NEW,1.0,15.0,0.0,,55.0,,,B
15505,1.0,APARTMENT,APARTMENT,Nivelles,1400,Avenue De La Liberté,30,18,1.0,,220000.0,0.0,1.0,8.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,71.0,,UnderOption,B
15506,2.0,APARTMENT,GROUND_FLOOR,Frasnes-lez-Anvaing,7912,Rue Emile Deltenre,1,2,1.0,,220000.0,0.0,1.0,12.0,0.0,0.0,AS_NEW,1.0,240.0,0.0,,105.0,,,D
15507,1.0,APARTMENT,SERVICE_FLAT,Geraardsbergen,9500,Edingseweg,537,17,1.0,4.0,220000.0,0.0,1.0,12.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,73.0,,,A
15509,2.0,APARTMENT,APARTMENT,De Panne,8660,Ankerweg,9,G001,0.0,,225000.0,0.0,1.0,10.0,0.0,0.0,GOOD,0.0,0.0,0.0,,127.0,,,D
15510,0.0,APARTMENT,FLAT_STUDIO,Bruxelles,1000,Rue D'une Personne,5,5,0.0,,239000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,42.0,,,C
15511,2.0,APARTMENT,APARTMENT,Borsbeek,2150,Verbindingslaan,27,2,1.0,,247000.0,0.0,1.0,8.0,0.0,0.0,GOOD,0.0,0.0,0.0,,88.0,,UnderOption,
15512,2.0,APARTMENT,APARTMENT,Evere,1140,Avenue Henry Dunant,13,,1.0,,249000.0,0.0,1.0,8.0,0.0,0.0,GOOD,0.0,0.0,0.0,,85.0,,UnderOption,D
15514,0.0,APARTMENT,FLAT_STUDIO,De Haan,8420,Zeedijk-De Haan,5,00.05,0.0,2.0,249000.0,0.0,1.0,,0.0,0.0,AS_NEW,0.0,0.0,0.0,,40.0,,,C
15515,2.0,APARTMENT,APARTMENT,Zellik,1731,Nachtegaallaan,18,7,1.0,2.0,269000.0,0.0,1.0,,0.0,0.0,AS_NEW,0.0,0.0,0.0,,92.0,,UnderOption,B
15517,2.0,APARTMENT,APARTMENT,MERCHTEM,1785,,,,1.0,2.0,279000.0,0.0,1.0,6.0,0.0,0.0,GOOD,0.0,0.0,0.0,,110.0,,UnderOption,B
15518,2.0,APARTMENT,GROUND_FLOOR,WANZE,4520,Place François Faniel,27,rez,1.0,3.0,279500.0,0.0,1.0,11.0,0.0,0.0,,1.0,30.0,0.0,,100.0,,,A
15520,3.0,APARTMENT,APARTMENT,Brugge,8000,Balsemboomstraat,27,202,0.0,,289000.0,0.0,1.0,,0.0,0.0,AS_NEW,0.0,0.0,0.0,,93.0,,,C
15521,2.0,APARTMENT,APARTMENT,Wielsbeke,8710,Molenstraat,50,2.1,1.0,,294000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,,89.0,,,
15523,2.0,APARTMENT,APARTMENT,De Haan,8420,Driftweg,178,A0202,0.0,,295000.0,0.0,1.0,16.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,83.0,,,A
15524,2.0,APARTMENT,APARTMENT,Aalst,9300,Welvaartstraat,116,,1.0,,298500.0,0.0,1.0,1.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,82.0,,,A
15525,2.0,APARTMENT,APARTMENT,Sint-Stevens-Woluwe,1932,Lenneke Marelaan,26A,,1.0,2.0,299000.0,0.0,1.0,10.0,0.0,0.0,GOOD,0.0,0.0,0.0,,85.0,,UnderOption,B
15526,1.0,APARTMENT,SERVICE_FLAT,De Panne,8660,Dynastielaan,42,,0.0,,300000.0,0.0,1.0,,0.0,0.0,AS_NEW,0.0,0.0,0.0,,,,,A
15527,2.0,APARTMENT,APARTMENT,Waregem,8790,Stormestraat,97,3.3,0.0,,315000.0,0.0,1.0,20.0,0.0,0.0,,0.0,0.0,0.0,,86.0,,,
15528,2.0,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,Avenue des Cerisiers,247,,1.0,2.0,325000.0,0.0,0.0,0.0,0.0,0.0,GOOD,0.0,0.0,0.0,,86.0,,,E
15529,1.0,APARTMENT,APARTMENT,HALLE,1500,Werlstraat,2,,1.0,2.0,335000.0,1.0,1.0,6.0,0.0,0.0,GOOD,0.0,0.0,0.0,,61.0,,,B
15530,2.0,APARTMENT,APARTMENT,Bredene,8450,Hasseltstraat,10,03.01b,0.0,,343000.0,0.0,1.0,4.0,0.0,0.0,GOOD,0.0,0.0,0.0,,92.0,,,
15532,2.0,APARTMENT,APARTMENT,Bredene,8450,Hasseltstraat,10,01.01b,0.0,,349000.0,0.0,1.0,9.0,0.0,0.0,GOOD,0.0,0.0,0.0,,100.0,,,
15533,2.0,APARTMENT,APARTMENT,Blankenberge,8370,Koningslaan,73,03,0.0,,355000.0,0.0,1.0,,0.0,0.0,AS_NEW,0.0,0.0,0.0,,95.0,,,C
15534,2.0,APARTMENT,APARTMENT,Zelzate,9060,Grote Markt,66,0201,0.0,,355000.0,0.0,1.0,14.0,0.0,0.0,GOOD,0.0,0.0,0.0,,97.0,,,A
15535,2.0,APARTMENT,APARTMENT,Zelzate,9060,Grote Markt,66,0301,0.0,,360000.0,0.0,1.0,14.0,0.0,0.0,GOOD,0.0,0.0,0.0,,97.0,,,A
15536,2.0,APARTMENT,APARTMENT,Zelzate,9060,Grote Markt,66,0401,0.0,,365000.0,0.0,1.0,14.0,0.0,0.0,GOOD,0.0,0.0,0.0,,97.0,,,A
15537,2.0,APARTMENT,APARTMENT,Blankenberge,8370,Waterkasteelstraat,8,5,1.0,2.0,374000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,93.0,,,B
15538,2.0,APARTMENT,GROUND_FLOOR,Bredene,8450,Polderstraat,141,00.01,0.0,2.0,375000.0,0.0,1.0,,0.0,0.0,AS_NEW,1.0,50.0,0.0,,100.0,,,A
15539,2.0,APARTMENT,APARTMENT,Zelzate,9060,Grote Markt,66,0501,0.0,,380000.0,0.0,1.0,19.0,0.0,0.0,GOOD,0.0,0.0,0.0,,92.0,,,A
15540,3.0,APARTMENT,APARTMENT,Sint-Truiden,3800,Luikersteenweg,98,,1.0,,389000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,111.0,,,
15542,2.0,APARTMENT,APARTMENT,SCHAERBEEK,1030,FREESIAS,18,51,1.0,2.0,395000.0,1.0,0.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,104.0,,,E
15545,2.0,APARTMENT,APARTMENT,Zelzate,9060,Grote Markt,66,0502,0.0,,402500.0,0.0,1.0,20.0,0.0,0.0,GOOD,0.0,0.0,0.0,,100.0,,,A
15546,2.0,APARTMENT,APARTMENT,Zelzate,9060,Grote Markt,66,0302,0.0,,405500.0,0.0,1.0,14.0,0.0,0.0,GOOD,0.0,0.0,0.0,,111.0,,,A
15547,2.0,APARTMENT,APARTMENT,Zelzate,9060,Grote Markt,66,0402,0.0,,410500.0,0.0,1.0,14.0,0.0,0.0,GOOD,0.0,0.0,0.0,,111.0,,,A
15549,1.0,APARTMENT,APARTMENT,Antwerpen,2000,August Michielstraat,34,,0.0,,435000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,112.0,,,B
15550,1.0,APARTMENT,SERVICE_FLAT,Knokke-Heist,8300,Sportlaan,6,1.05,0.0,,435000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,56.0,,,A
15551,3.0,APARTMENT,APARTMENT,Braine-l'Alleud,1420,Avenue de la Garde Impériale,2,,0.0,3.0,445000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,188.0,,,D
15552,3.0,APARTMENT,DUPLEX,Halen,3545,Sportlaan,41,,1.0,3.0,452800.0,0.0,1.0,19.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,174.0,,,A++
15553,2.0,APARTMENT,APARTMENT,Brussel,1000,Rue Des Sables - Zandstraat,27A,SDD2,1.0,3.0,460000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,125.0,,,C
15554,2.0,APARTMENT,PENTHOUSE,Halen,3545,Sportlaan,41B,301,1.0,3.0,465000.0,0.0,1.0,60.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,170.0,,,A++
15556,2.0,APARTMENT,PENTHOUSE,Oostduinkerke,8670,Dewittelaan,77,401,1.0,3.0,495000.0,1.0,1.0,20.0,0.0,0.0,GOOD,0.0,0.0,0.0,,80.0,,,B
15557,2.0,APARTMENT,APARTMENT,Nieuwpoort,8620,Albert I-Laan,64a,0401,1.0,,497500.0,1.0,1.0,30.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,85.0,,,C
15558,3.0,APARTMENT,APARTMENT,Merelbeke,9820,Binnenwijk,|,,0.0,,509000.0,0.0,1.0,,0.0,0.0,GOOD,0.0,0.0,0.0,,117.0,,,
15559,3.0,APARTMENT,APARTMENT,Keerbergen,3140,Oudstrijderslaan,66,3,0.0,,535000.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,,150.0,,UnderOption,A
15560,3.0,APARTMENT,LOFT,Aalst,9300,Fritz De Wolfkaai,8,BUS 23,1.0,,549000.0,0.0,1.0,36.0,0.0,0.0,AS_NEW,0.0,0.0,0.0,,190.0,,UnderOption,A
15562,3.0,APARTMENT,APARTMENT,Ingelmunster,8770,Waterstraat,2,08.01,1.0,,575000.0,0.0,1.0,11.0,0.0,0.0,,0.0,0.0,0.0,,190.0,,,
